business_id,name,category,brand,lat,lon,geom,address,city,state,zip,address_norm,phone,website,present_in,def,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props,search_tsv,last_seen_at,last_seen_src,liveness,live_state,live_presence,live_sources,live_corrob,live_reasons
biz_3000ac807d03ec32,Himawari,cafe,,40.717041015625,-73.99727630615234,POINT(-73.99727630615234 40.717041015625),98 Mott St,New York,NY,10013,,,http://himawarinyc.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.717041015625, ""lon"": -73.99727630615234, ""zip"": ""10013"", ""city"": ""New York"", ""name"": ""Himawari"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""98 Mott St"", ""release"": ""2026-07-22.0"", ""website"": ""http://himawarinyc.com"", ""category"": ""cafe"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.964084267616272, ""category_source"": ""cafe"", ""source_record_id"": ""f797c5f1-3b56-4cb8-82e1-87c0ae994e9c""}}",'himawari':1 'new':2 'york':3,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_3023ab6924630026,Goody Food Corp,grocery,,40.71745300292969,-73.99492645263672,POINT(-73.99492645263672 40.71745300292969),101 Bowery,New York,NY,10002-4900,,+12124316458,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.71745300292969, ""lon"": -73.99492645263672, ""zip"": ""10002-4900"", ""city"": ""New York"", ""name"": ""Goody Food Corp"", ""brand"": null, ""phone"": ""+12124316458"", ""state"": ""NY"", ""address"": ""101 Bowery"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""grocery"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.55, ""category_source"": ""grocery_store"", ""source_record_id"": ""6d63d8e9-97f5-4c6d-96cc-0d1cc007757b""}}",'corp':3 'food':2 'goodi':1 'new':4 'york':5,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_302cb39d10203980,Dunkin',restaurant,,40.84432601928711,-74.04276275634766,POINT(-74.04276275634766 40.84432601928711),31 Liberty St,Little Ferry,NJ,07643-2323,,+12018141002,https://www.sonicdrivein.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.84432601928711, ""lon"": -74.04276275634766, ""zip"": ""07643-2323"", ""city"": ""Little Ferry"", ""name"": ""Dunkin'"", ""brand"": null, ""phone"": ""+12018141002"", ""state"": ""NJ"", ""address"": ""31 Liberty St"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.sonicdrivein.com"", ""category"": ""restaurant"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""restaurant"", ""source_record_id"": ""13bd272c-fc3b-4e47-b33a-b51c3fca8d2a""}}",'dunkin':1 'ferri':3 'littl':2,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30332eb2a78bbaa0,Conwell Coffee & Cocktail Hall,cafe,,40.7054328918457,-74.0091552734375,POINT(-74.0091552734375 40.7054328918457),6 Hanover St,New York,NY,10005,,+16464125747,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.7054328918457, ""lon"": -74.0091552734375, ""zip"": ""10005"", ""city"": ""New York"", ""name"": ""Conwell Coffee & Cocktail Hall"", ""brand"": null, ""phone"": ""+16464125747"", ""state"": ""NY"", ""address"": ""6 Hanover St"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""cafe"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9902192950248718, ""category_source"": ""coffee_shop"", ""source_record_id"": ""dae89430-01c2-4b7a-8cdb-a46db714087a""}}",'cocktail':3 'coffe':2 'conwel':1 'hall':4 'new':5 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_303c1dab0a82abcf,PNC Bank,atm_bank,PNC,40.737369537353516,-74.02861785888672,POINT(-74.02861785888672 40.737369537353516),111 River St,Hoboken,NJ,07030-5773,,+12012168659,https://locator.pnc.com/en/details/nj/hoboken/branch/111-river-st?lnksrc=branch-listing-facebook,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,78,65,100,100,50,{},"{""overture"": {""lat"": 40.737369537353516, ""lon"": -74.02861785888672, ""zip"": ""07030-5773"", ""city"": ""Hoboken"", ""name"": ""PNC Bank"", ""brand"": ""PNC"", ""phone"": ""+12012168659"", ""state"": ""NJ"", ""address"": ""111 River St"", ""release"": ""2026-07-22.0"", ""website"": ""https://locator.pnc.com/en/details/nj/hoboken/branch/111-river-st?lnksrc=branch-listing-facebook"", ""category"": ""atm_bank"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9902192950248718, ""category_source"": ""banks"", ""source_record_id"": ""4a657453-024d-472b-abde-92906a92aa73""}}","'bank':2 'hoboken':4 'pnc':1,3",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_304806afc1429061,Gourmet Garage,grocery,Gourmet Garage,40.736610412597656,-74.00601959228516,POINT(-74.00601959228516 40.736610412597656),585 Hudson St,New York,NY,10014-2115,,+12128356910,http://www.gourmetgarage.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,78,65,100,100,50,{},"{""overture"": {""lat"": 40.736610412597656, ""lon"": -74.00601959228516, ""zip"": ""10014-2115"", ""city"": ""New York"", ""name"": ""Gourmet Garage"", ""brand"": ""Gourmet Garage"", ""phone"": ""+12128356910"", ""state"": ""NY"", ""address"": ""585 Hudson St"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.gourmetgarage.com/"", ""category"": ""grocery"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9722161889076233, ""category_source"": ""supermarket"", ""source_record_id"": ""fb6a549e-31be-43b0-a3c7-e9827147a708""}}","'garag':2,4 'gourmet':1,3 'new':5 'york':6",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_307e3c2165b38e0b,Bzfw Llc,restaurant,,40.7369499206543,-74.03070068359375,POINT(-74.03070068359375 40.7369499206543),89 Washington St,Hoboken,NJ,07030-4526,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.7369499206543, ""lon"": -74.03070068359375, ""zip"": ""07030-4526"", ""city"": ""Hoboken"", ""name"": ""Bzfw Llc"", ""brand"": null, ""phone"": null, ""state"": ""NJ"", ""address"": ""89 Washington St"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""cbcd509c-4e9d-429f-97fb-37c427574d14""}}",'bzfw':1 'hoboken':3 'llc':2,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_3092de176a33314c,Auntie Anne's WTC L1,fast_food,Auntie Anne's,40.711524963378906,-74.01133728027344,POINT(-74.01133728027344 40.711524963378906),185 Greenwich St. WTC Oculus L1 Space#LL5130,New York,NY,10007,,,https://locations.auntieannes.com/ny/new-york/185-greenwich-st-wtc-oculus-l1,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,75,65,100,88,50,{},"{""overture"": {""lat"": 40.711524963378906, ""lon"": -74.01133728027344, ""zip"": ""10007"", ""city"": ""New York"", ""name"": ""Auntie Anne's WTC L1"", ""brand"": ""Auntie Anne's"", ""phone"": null, ""state"": ""NY"", ""address"": ""185 Greenwich St. WTC Oculus L1 Space#LL5130"", ""release"": ""2026-07-22.0"", ""website"": ""https://locations.auntieannes.com/ny/new-york/185-greenwich-st-wtc-oculus-l1"", ""category"": ""fast_food"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.8, ""category_source"": ""fast_food_restaurant"", ""source_record_id"": ""084c64d7-0170-4325-90d7-3200ea393321""}}","'ann':2,7 'aunti':1,6 'l1':5 'new':9 'wtc':4 'york':10",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_3098866beb5390b8,Soca Entertainment Llc Dba Concept Dba The Crown Dba Rice An,restaurant,,40.71828079223633,-74,POINT(-74 40.71828079223633),183 Centre St Fl 6,New York,NY,10013-4118,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.71828079223633, ""lon"": -74, ""zip"": ""10013-4118"", ""city"": ""New York"", ""name"": ""Soca Entertainment Llc Dba Concept Dba The Crown Dba Rice An"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""183 Centre St Fl 6"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""2e3809b5-66a0-4594-870b-89c5155e02e4""}}","'concept':5 'crown':8 'dba':4,6,9 'entertain':2 'llc':3 'new':12 'rice':10 'soca':1 'york':13",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30a1ebc19a8383fa,Dunkin',cafe,Dunkin',40.713985443115234,-74.00884246826172,POINT(-74.00884246826172 40.713985443115234),130 Church St,New York,NY,10007-2226,,+12126083512,https://locations.dunkindonuts.com/en/ny/new-york/130-church-st/340611?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=340611&y_source=1_MTIxMDkyODAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,78,65,100,100,50,{},"{""overture"": {""lat"": 40.713985443115234, ""lon"": -74.00884246826172, ""zip"": ""10007-2226"", ""city"": ""New York"", ""name"": ""Dunkin'"", ""brand"": ""Dunkin'"", ""phone"": ""+12126083512"", ""state"": ""NY"", ""address"": ""130 Church St"", ""release"": ""2026-07-22.0"", ""website"": ""https://locations.dunkindonuts.com/en/ny/new-york/130-church-st/340611?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=340611&y_source=1_MTIxMDkyODAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D"", ""category"": ""cafe"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9762076735496521, ""category_source"": ""coffee_shop"", ""source_record_id"": ""347a7cf3-e19a-499d-9aa3-d64ed411348d""}}","'dunkin':1,2 'new':3 'york':4",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30aaaf4a619fbd99,Newport Valero,fuel_station,Valero,40.73149871826172,-74.04151153564453,POINT(-74.04151153564453 40.73149871826172),193 14TH ST,JERSEY CITY,NJ,07310-1235,,,https://locations.valero.com/en-us/LocationDetails/Index/193-14TH-ST/0000008643,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,75,65,100,88,50,{},"{""overture"": {""lat"": 40.73149871826172, ""lon"": -74.04151153564453, ""zip"": ""07310-1235"", ""city"": ""JERSEY CITY"", ""name"": ""Newport Valero"", ""brand"": ""Valero"", ""phone"": null, ""state"": ""NJ"", ""address"": ""193 14TH ST"", ""release"": ""2026-07-22.0"", ""website"": ""https://locations.valero.com/en-us/LocationDetails/Index/193-14TH-ST/0000008643"", ""category"": ""fuel_station"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.8, ""category_source"": ""gas_station"", ""source_record_id"": ""d6d6e5af-f231-47b7-a6b6-701c16687d9f""}}","'citi':5 'jersey':4 'newport':1 'valero':2,3",2026-08-11 21:11:13+00,chain_sites,93,open,99,80,100,"{""chain_confirmed:Penske Truck Rental""}"
biz_30adcb4820c177bc,Riverside Market,grocery,,40.709686279296875,-74.01724243164062,POINT(-74.01724243164062 40.709686279296875),300 Albany St,New York,NY,10280-1404,,12129450500,riverside-marketplace.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.709686279296875, ""lon"": -74.01724243164062, ""zip"": ""10280-1404"", ""city"": ""New York"", ""name"": ""Riverside Market"", ""brand"": null, ""phone"": ""12129450500"", ""state"": ""NY"", ""address"": ""300 Albany St"", ""release"": ""2026-07-22.0"", ""website"": ""riverside-marketplace.com"", ""category"": ""grocery"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9752114862203598, ""category_source"": ""grocery_store"", ""source_record_id"": ""6221a427-9082-4179-9275-854179226c4c""}}",'market':2 'new':3 'riversid':1 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30bd10ddb31688e2,TeazertTea,restaurant,,40.702396392822266,-74.01123809814453,POINT(-74.01123809814453 40.702396392822266),"New York Plz, New York, NY 10004, United States",New York,NY,10004,,+17185300790,http://teazerttea.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.702396392822266, ""lon"": -74.01123809814453, ""zip"": ""10004"", ""city"": ""New York"", ""name"": ""TeazertTea"", ""brand"": null, ""phone"": ""+17185300790"", ""state"": ""NY"", ""address"": ""New York Plz, New York, NY 10004, United States"", ""release"": ""2026-07-22.0"", ""website"": ""http://teazerttea.com/"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.058903779834508896, ""category_source"": ""restaurant"", ""source_record_id"": ""baf8bd29-2e53-4c8b-87f6-ce95606f7614""}}",'new':2 'teazerttea':1 'york':3,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30c36869536000dd,Symphony Cleaners,laundry,,40.73329544067383,-73.99211120605469,POINT(-73.99211120605469 40.73329544067383),40 E 12th St,New York,NY,10003,,(212) 228-3003,http://www.symphonycleaners.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.73329544067383, ""lon"": -73.99211120605469, ""zip"": ""10003"", ""city"": ""New York"", ""name"": ""Symphony Cleaners"", ""brand"": null, ""phone"": ""(212) 228-3003"", ""state"": ""NY"", ""address"": ""40 E 12th St"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.symphonycleaners.com"", ""category"": ""laundry"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""laundry_services"", ""source_record_id"": ""74c617a7-c381-4cde-909c-9a2c8bd54e38""}}",'cleaner':2 'new':3 'symphoni':1 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30d2dec83bc09f41,Chanto,restaurant,,40.73453903198242,-74.00193786621094,POINT(-74.00193786621094 40.73453903198242),133 7th Ave S,New York,NY,10014,,(212) 463-8686,http://www.chantonyc.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.73453903198242, ""lon"": -74.00193786621094, ""zip"": ""10014"", ""city"": ""New York"", ""name"": ""Chanto"", ""brand"": null, ""phone"": ""(212) 463-8686"", ""state"": ""NY"", ""address"": ""133 7th Ave S"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.chantonyc.com"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""restaurant"", ""source_record_id"": ""714167f4-e65e-4db8-97bb-3382d333c9ec""}}",'chanto':1 'new':2 'york':3,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30dcfe45238f2b1a,San Marino Ristorante,restaurant,,40.72697830200195,-74.00611877441406,POINT(-74.00611877441406 40.72697830200195),66 Charlton St,New York,NY,10014-4601,,+12122063766,https://sanmartinrestaurantny.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.72697830200195, ""lon"": -74.00611877441406, ""zip"": ""10014-4601"", ""city"": ""New York"", ""name"": ""San Marino Ristorante"", ""brand"": null, ""phone"": ""+12122063766"", ""state"": ""NY"", ""address"": ""66 Charlton St"", ""release"": ""2026-07-22.0"", ""website"": ""https://sanmartinrestaurantny.com"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.55, ""category_source"": ""restaurant"", ""source_record_id"": ""f62ab99d-f4ea-4bd5-b2f7-5fe3aa7e768f""}}",'marino':2 'new':4 'ristorant':3 'san':1 'york':5,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_30e01cef6dc725a5,160 Broadway Health & Medical,restaurant,,40.709346771240234,-74.00997924804688,POINT(-74.00997924804688 40.709346771240234),160 Broadway,New York,NY,10038-4201,,+12122273363,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.709346771240234, ""lon"": -74.00997924804688, ""zip"": ""10038-4201"", ""city"": ""New York"", ""name"": ""160 Broadway Health & Medical"", ""brand"": null, ""phone"": ""+12122273363"", ""state"": ""NY"", ""address"": ""160 Broadway"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.3363746404647827, ""category_source"": ""restaurant"", ""source_record_id"": ""01d27193-499e-485f-8430-7ed9f03994b7""}}",'160':1 'broadway':2 'health':3 'medic':4 'new':5 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_310d30ccf4a94b93,Primo's,restaurant,,40.71549606323242,-74.00892639160156,POINT(-74.00892639160156 40.71549606323242),129 Chambers St,New York,NY,10007,,+19175123432,http://primostribeca.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.71549606323242, ""lon"": -74.00892639160156, ""zip"": ""10007"", ""city"": ""New York"", ""name"": ""Primo's"", ""brand"": null, ""phone"": ""+19175123432"", ""state"": ""NY"", ""address"": ""129 Chambers St"", ""release"": ""2026-07-22.0"", ""website"": ""http://primostribeca.com/"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9902192950248718, ""category_source"": ""restaurant"", ""source_record_id"": ""8af038c7-ddc4-4bc2-b7c2-3ccfa944de13""}}",'new':3 'primo':1 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_31190a2ecf7d590f,10 Exchange Coffee And Bakery Llc,restaurant,,40.71666717529297,-74.0333023071289,POINT(-74.0333023071289 40.71666717529297),10 Exchange Pl,Jersey City,NJ,07302-3918,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.71666717529297, ""lon"": -74.0333023071289, ""zip"": ""07302-3918"", ""city"": ""Jersey City"", ""name"": ""10 Exchange Coffee And Bakery Llc"", ""brand"": null, ""phone"": null, ""state"": ""NJ"", ""address"": ""10 Exchange Pl"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""830f309f-9081-42a5-a96c-d91430389a78""}}",'10':1 'bakeri':5 'citi':8 'coffe':3 'exchang':2 'jersey':7 'llc':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_3119eebca0aea8a8,ARP TV Repair & Exchange,hotel,,40.712669372558594,-74.0036849975586,POINT(-74.0036849975586 40.712669372558594),ason bangemuda,New York,NY,,,+9779846387495,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.712669372558594, ""lon"": -74.0036849975586, ""zip"": null, ""city"": ""New York"", ""name"": ""ARP TV Repair & Exchange"", ""brand"": null, ""phone"": ""+9779846387495"", ""state"": ""NY"", ""address"": ""ason bangemuda"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""hotel"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.2732853591442108, ""category_source"": ""hotel"", ""source_record_id"": ""328698f7-21ae-4ede-b328-60a54dbed98f""}}",'arp':1 'exchang':4 'new':5 'repair':3 'tv':2 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_31223c0e79fb0424,Lg Fashion,restaurant,,40.719818115234375,-73.99945068359375,POINT(-73.99945068359375 40.719818115234375),158 Lafayette St # 164,New York,NY,10013-3253,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.719818115234375, ""lon"": -73.99945068359375, ""zip"": ""10013-3253"", ""city"": ""New York"", ""name"": ""Lg Fashion"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""158 Lafayette St # 164"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""0abe5e96-eaa1-43cf-b5b5-c569b5499093""}}",'fashion':2 'lg':1 'new':3 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_313b582749ff7210,Red Velvet Productions Llc,restaurant,,40.72664260864258,-74.00237274169922,POINT(-74.00237274169922 40.72664260864258),191 Prince St,New York,NY,10012-2954,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.72664260864258, ""lon"": -74.00237274169922, ""zip"": ""10012-2954"", ""city"": ""New York"", ""name"": ""Red Velvet Productions Llc"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""191 Prince St"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""3029352e-6789-4158-8154-095e2c3d3ee4""}}",'llc':4 'new':5 'product':3 'red':1 'velvet':2 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_314df58475c9bba7,Open Routing,grocery,,40.727359771728516,-74.00577545166016,POINT(-74.00577545166016 40.727359771728516),175 Varick St,New York,NY,10014-4604,,,www.open-routing.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.727359771728516, ""lon"": -74.00577545166016, ""zip"": ""10014-4604"", ""city"": ""New York"", ""name"": ""Open Routing"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""175 Varick St"", ""release"": ""2026-07-22.0"", ""website"": ""www.open-routing.com"", ""category"": ""grocery"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""grocery_store"", ""source_record_id"": ""f1ac8066-1674-47c2-96ac-06f24977d20b""}}",'new':3 'open':1 'rout':2 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_3165fbe6f38d0889,Café Hestia,cafe,,40.707332611083984,-74.00775146484375,POINT(-74.00775146484375 40.707332611083984),80 Maiden Ln,New York,NY,10038-1438,,+19172617005,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.707332611083984, ""lon"": -74.00775146484375, ""zip"": ""10038-1438"", ""city"": ""New York"", ""name"": ""Café Hestia"", ""brand"": null, ""phone"": ""+19172617005"", ""state"": ""NY"", ""address"": ""80 Maiden Ln"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""cafe"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9902192950248718, ""category_source"": ""cafe"", ""source_record_id"": ""41f63641-1583-4521-a1fd-949f62a228f1""}}",'café':1 'hestia':2 'new':3 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_316af91c2dfeebe4,The View At Battery Park Nyc Inc,restaurant,,40.704524993896484,-74.0098876953125,POINT(-74.0098876953125 40.704524993896484),1 Hanover Sq,New York,NY,10004-2601,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.704524993896484, ""lon"": -74.0098876953125, ""zip"": ""10004-2601"", ""city"": ""New York"", ""name"": ""The View At Battery Park Nyc Inc"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""1 Hanover Sq"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""4a353d8f-7e34-4c7d-80b1-38c586e23c6e""}}",'batteri':4 'inc':7 'new':8 'nyc':6 'park':5 'view':2 'york':9,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
