chain_site_id,spider,brand,name,street,city,state,phone,website,opening_hours,open_24h,lat,lon,geom,observed_at,run_id,ingested_at
fleetpride_us:ROCH-SC,fleetpride_us,FleetPride,FleetPride Service Center,3625 Commerical Dr SW,Rochester,MN,+1 507-288-4088,https://branches.fleetpride.com/mn/rochester/truckparts-roch-sc.html,Mo-Fr 08:00-17:00,,43.9685672,-92.4645511,POINT(-92.4645511 43.9685672),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RR,fleetpride_us,FleetPride,FleetPride Parts,16817 Calply Dr,Round Rock,TX,+1 512-846-1616,https://branches.fleetpride.com/tx/roundrock/truckparts-rr.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,30.4691209,-97.6618049,POINT(-97.6618049 30.4691209),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RSP,fleetpride_us,FleetPride,FleetPride Parts,386 W Blairtown Rd,Rock Springs,WY,+1 307-362-1333,https://branches.fleetpride.com/wy/rocksprings/truckparts-rsp.html,Mo-Fr 08:00-17:00,,41.5486769,-109.302343,POINT(-109.302343 41.5486769),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RSV,fleetpride_us,FleetPride,FleetPride Parts,2785 Long Lake Rd,Roseville,MN,+1 651-636-4311,https://branches.fleetpride.com/mn/roseville/truckparts-rsv.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,45.025458,-93.194197,POINT(-93.194197 45.025458),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RSV-SC,fleetpride_us,FleetPride,FleetPride Service Center,2785 Long Lake Rd,Roseville,MN,+1 651-636-4311,https://branches.fleetpride.com/mn/roseville/truckparts-rsv-sc.html,Mo-Fr 07:00-17:00,,45.0256649,-93.1937831,POINT(-93.1937831 45.0256649),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RTC,fleetpride_us,FleetPride,FleetPride Parts,1650 NW 38 Ave,Ocala,FL,+1 352-867-1982,https://branches.fleetpride.com/fl/ocala/truckparts-rtc.html,Mo-Fr 07:30-17:00,,29.2036638,-82.1861058,POINT(-82.1861058 29.2036638),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RTC-SC,fleetpride_us,FleetPride,FleetPride Service Center,1650 NW 38 Ave,Ocala,FL,+1 352-867-1982,https://branches.fleetpride.com/fl/ocala/truckparts-rtc-sc.html,Mo-Fr 07:30-17:00,,29.2036638,-82.1861058,POINT(-82.1861058 29.2036638),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RTL,fleetpride_us,FleetPride,FleetPride Parts,939 Business Route 4,Center Rutland,VT,+1 802-775-7641,https://branches.fleetpride.com/vt/centerrutland/truckparts-rtl.html,Mo-Fr 07:30-17:00,,43.599416,-73.019755,POINT(-73.019755 43.599416),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:RVA,fleetpride_us,FleetPride,FleetPride Parts,6655 Garden Rd,Riviera Beach,FL,+1 561-433-6700,https://branches.fleetpride.com/fl/rivierabeach/truckparts-rva.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,26.7738128,-80.0929068,POINT(-80.0929068 26.7738128),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SA,fleetpride_us,FleetPride,FleetPride Parts,"5122 Dietrich Rd, Suite 108",San Antonio,TX,+1 210-333-3777,https://branches.fleetpride.com/tx/sanantonio/truckparts-sa.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,29.4408241,-98.3908414,POINT(-98.3908414 29.4408241),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SAC,fleetpride_us,FleetPride,FleetPride Parts,3201 Evergreen Ave,West Sacramento,CA,+1 916-374-1616,https://branches.fleetpride.com/ca/westsacramento/truckparts-sac.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,38.5759175,-121.5543048,POINT(-121.5543048 38.5759175),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SAG,fleetpride_us,FleetPride,FleetPride Parts,3415 Janes Ave,Saginaw,MI,+1 989-753-3426,https://branches.fleetpride.com/mi/saginaw/truckparts-sag.html,Mo-Fr 07:30-17:00,,43.4297754,-83.8957492,POINT(-83.8957492 43.4297754),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SAL,fleetpride_us,FleetPride,FleetPride Parts,2255 McGilchrist St SE,Salem,OR,+1 503-581-2555,https://branches.fleetpride.com/or/salem/truckparts-sal.html,Mo-Fr 07:00-17:00,,44.9171735,-123.0157616,POINT(-123.0157616 44.9171735),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SAN-SC,fleetpride_us,FleetPride,FleetPride Service Center,5895 Bicentennial Street,San Antonio,TX,+1 210-740-0888,https://branches.fleetpride.com/tx/sanantonio/truckparts-san-sc.html,Mo-Fr 07:30-17:00,,29.4448823,-98.3741724,POINT(-98.3741724 29.4448823),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SAR,fleetpride_us,FleetPride,FleetPride Parts,2141 Whitfield Park Loop,Sarasota,FL,+1 941-758-8282,https://branches.fleetpride.com/fl/sarasota/truckparts-sar.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,27.4214891,-82.5374379,POINT(-82.5374379 27.4214891),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SCA,fleetpride_us,FleetPride,FleetPride Parts,1 Glasgow Rd,Scarborough,ME,+1 207-883-9910,https://branches.fleetpride.com/me/scarborough/truckparts-sca.html,Mo-Fr 07:00-17:00,,43.6102906,-70.3068443,POINT(-70.3068443 43.6102906),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SCA-SC,fleetpride_us,FleetPride,FleetPride Service Center,1 Glasgow Rd,Scarborough,ME,+1 207-883-9910,https://branches.fleetpride.com/me/scarborough/truckparts-sca-sc.html,Mo-Fr 07:00-17:00,,43.6102906,-70.3068443,POINT(-70.3068443 43.6102906),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SCH,fleetpride_us,FleetPride,FleetPride Parts,3204 MacCorkle Ave SW,South Charleston,WV,+1 304-746-2000,https://branches.fleetpride.com/wv/southcharleston/truckparts-sch.html,Mo-Fr 07:30-17:00,,38.3600562,-81.70373,POINT(-81.70373 38.3600562),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SCH-SC,fleetpride_us,FleetPride,FleetPride Service Center,3204 MacCorkle Ave SW,South Charleston,WV,+1 304-746-2000,https://branches.fleetpride.com/wv/southcharleston/truckparts-sch-sc.html,Mo-Fr 08:00-17:00,,38.3600562,-81.70373,POINT(-81.70373 38.3600562),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SCR,fleetpride_us,FleetPride,FleetPride Parts,651 Keystone Industrial Park Rd,Throop,PA,+1 570-344-1975,https://branches.fleetpride.com/pa/throop/truckparts-scr.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,41.4370547,-75.6087213,POINT(-75.6087213 41.4370547),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SE2,fleetpride_us,FleetPride,FleetPride Parts,600 S Dakota St,Seattle,WA,+1 206-343-1500,https://branches.fleetpride.com/wa/seattle/truckparts-se2.html,Mo-Fr 08:00-17:00,,47.567585,-122.3263549,POINT(-122.3263549 47.567585),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SEM,fleetpride_us,FleetPride,FleetPride Parts,911 S Main St,Seminole,TX,+1 432-758-6534,https://branches.fleetpride.com/tx/seminole/truckparts-sem.html,Mo-Fr 07:00-17:00,,32.7084538,-102.6445422,POINT(-102.6445422 32.7084538),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SEM-SC,fleetpride_us,FleetPride,FleetPride Service Center,911 S Main St,Seminole,TX,+1 432-758-6534,https://branches.fleetpride.com/tx/seminole/truckparts-sem-sc.html,Mo-Fr 07:00-18:00,,32.7084538,-102.6445422,POINT(-102.6445422 32.7084538),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SFD,fleetpride_us,FleetPride,FleetPride Parts,4904 W 12 Street,Sioux Falls,SD,+1 605-336-0405,https://branches.fleetpride.com/sd/siouxfalls/truckparts-sfd.html,Mo-Fr 07:00-17:00,,43.5448501,-96.786461,POINT(-96.786461 43.5448501),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SFD-SC,fleetpride_us,FleetPride,FleetPride Service Center,4904 W 12 Street,Sioux Falls,SD,+1 605-336-0405,https://branches.fleetpride.com/sd/siouxfalls/truckparts-sfd-sc.html,Mo-Fr 07:00-17:00,,43.5448501,-96.786461,POINT(-96.786461 43.5448501),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SGU,fleetpride_us,FleetPride,FleetPride Parts,4521 S Factory Drive,St. George,UT,+1 435-652-8933,https://branches.fleetpride.com/ut/st-george/truckparts-sgu.html,Mo-Fr 08:00-17:00,,37.0308671,-113.5687616,POINT(-113.5687616 37.0308671),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SHE,fleetpride_us,FleetPride,FleetPride Parts,180 Scotland Dr,Alabaster,AL,+1 205-621-1960,https://branches.fleetpride.com/al/alabaster/truckparts-she.html,Mo-Fr 07:30-17:00,,33.1861712,-86.7604137,POINT(-86.7604137 33.1861712),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SLC,fleetpride_us,FleetPride,FleetPride Parts,"4520 W 2100 S, Suite 602",Salt Lake City,UT,+1 801-886-0041,https://branches.fleetpride.com/ut/saltlakecity/truckparts-slc.html,Mo-Fr 07:00-17:30,,40.7265889,-111.9992914,POINT(-111.9992914 40.7265889),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SLK,fleetpride_us,FleetPride,FleetPride Parts,"1760 W Redwood Depot Ln, Suite 1",Salt Lake City,UT,+1 385-429-3800,https://branches.fleetpride.com/ut/saltlakecity/truckparts-slk.html,Mo-Fr 08:00-17:00,,40.748862166764,-111.9407386598,POINT(-111.9407386598 40.748862166764),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SLK-SC,fleetpride_us,FleetPride,FleetPride Service Center,1760 W Redwood Depot Ln,Salt Lake City,UT,+1 385-429-3800,https://branches.fleetpride.com/ut/saltlakecity/truckparts-slk-sc.html,Mo-Fr 07:00-16:00,,40.7487721582024,-111.9410020806,POINT(-111.9410020806 40.7487721582024),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SMD,fleetpride_us,FleetPride,FleetPride Parts,"1807 Northwood Dr, Suite A",Salisbury,MD,+1 410-749-2120,https://branches.fleetpride.com/md/salisbury/truckparts-smd.html,Mo-Fr 07:30-17:00,,38.3881192,-75.5845244,POINT(-75.5845244 38.3881192),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SNJ,fleetpride_us,FleetPride,FleetPride Parts,1164 Old Bayshore Hwy,San Jose,CA,+1 408-286-9200,https://branches.fleetpride.com/ca/sanjose/truckparts-snj.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,37.3645637,-121.8954822,POINT(-121.8954822 37.3645637),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SNP-SC,fleetpride_us,FleetPride,FleetPride Service Center,417 Milwaukee Blvd N,Pacific,WA,+1 253-656-6753,https://branches.fleetpride.com/wa/pacific/truckparts-snp-sc.html,Mo-Fr 06:00-16:00,,47.2726401,-122.2507709,POINT(-122.2507709 47.2726401),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPA,fleetpride_us,FleetPride,FleetPride Parts,1011 E Glendale Ave,Sparks,NV,+1 775-331-0344,https://branches.fleetpride.com/nv/sparks/truckparts-spa.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,39.5269253,-119.7262798,POINT(-119.7262798 39.5269253),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPF,fleetpride_us,FleetPride,FleetPride Parts,1225 E Trafficway,Springfield,MO,+1 417-862-9233,https://branches.fleetpride.com/mo/springfield/truckparts-spf.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,37.2115506,-93.2749452,POINT(-93.2749452 37.2115506),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPF-SC,fleetpride_us,FleetPride,FleetPride Service Center,1225 E Trafficway,Springfield,MO,+1 417-862-9233,https://branches.fleetpride.com/mo/springfield/truckparts-spf-sc.html,Mo-Fr 08:00-17:00,,37.2115506,-93.2749452,POINT(-93.2749452 37.2115506),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPK,fleetpride_us,FleetPride,FleetPride Parts,3711 E Trent Ave,Spokane,WA,+1 509-535-7671,https://branches.fleetpride.com/wa/spokane/truckparts-spk.html,Mo-Fr 07:00-16:30,,47.6703496,-117.3562864,POINT(-117.3562864 47.6703496),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPO-SC,fleetpride_us,FleetPride,FleetPride Service Center,528 Mt Zion Rd,Shreveport,LA,+1 318-683-0800,https://branches.fleetpride.com/la/shreveport/truckparts-spo-sc.html,Mo-Fr 08:00-17:00,,32.413477,-93.7688266,POINT(-93.7688266 32.413477),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPR,fleetpride_us,FleetPride,FleetPride Parts,1101 Schmieding Ave,Springdale,AR,+1 479-751-4801,https://branches.fleetpride.com/ar/springdale/truckparts-spr.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,36.168393,-94.14222,POINT(-94.14222 36.168393),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPT,fleetpride_us,FleetPride,FleetPride Parts,"5201 Heffron Ct, Bldg B",Stevens Point,WI,+1 715-344-2089,https://branches.fleetpride.com/wi/stevenspoint/truckparts-spt.html,Mo-Fr 07:00-17:00,,44.5060057,-89.5221709,POINT(-89.5221709 44.5060057),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SPT-SC,fleetpride_us,FleetPride,FleetPride Service Center,"5201 Heffron Ct, Bldg B",Stevens Point,WI,+1 715-344-2089,https://branches.fleetpride.com/wi/stevenspoint/truckparts-spt-sc.html,Mo-Fr 08:00-17:00,,44.5060057,-89.5221709,POINT(-89.5221709 44.5060057),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:STJ,fleetpride_us,FleetPride,FleetPride Parts,1211 S 10th St,St Joseph,MO,+1 816-232-4477,https://branches.fleetpride.com/mo/stjoseph/truckparts-stj.html,Mo-Fr 08:00-17:00,,39.7557697,-94.847648,POINT(-94.847648 39.7557697),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:STJ-SC,fleetpride_us,FleetPride,FleetPride Service Center,1211 S 10th St,St Joseph,MO,+1 816-232-4106,https://branches.fleetpride.com/mo/stjoseph/truckparts-stj-sc.html,Mo-Fr 08:00-17:00,,39.7557697,-94.847648,POINT(-94.847648 39.7557697),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:STL,fleetpride_us,FleetPride,FleetPride Parts,"8000 Hall St, Bldg 6 Suite B",St. Louis,MO,+1 314-385-6503,https://branches.fleetpride.com/mo/st-louis/truckparts-stl.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,38.7100416,-90.2263015,POINT(-90.2263015 38.7100416),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:STO,fleetpride_us,FleetPride,FleetPride Parts,24804 County Road 75,St. Augusta,MN,+1 320-251-4242,https://branches.fleetpride.com/mn/st-augusta/truckparts-sto.html,Mo-Fr 07:00-17:00,,45.483839,-94.149091,POINT(-94.149091 45.483839),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SX,fleetpride_us,FleetPride,FleetPride Parts,610 South Marion Road,Sioux Falls,SD,+1 605-336-0405,https://branches.fleetpride.com/sd/siouxfalls/truckparts-sx.html,Mo-Fr 07:00-17:00,,43.5414203,-96.7900595,POINT(-96.7900595 43.5414203),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:SYR,fleetpride_us,FleetPride,FleetPride Parts,805 Spencer St,Syracuse,NY,+1 315-475-7241,https://branches.fleetpride.com/ny/syracuse/truckparts-syr.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,43.056984,-76.172476,POINT(-76.172476 43.056984),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TAL,fleetpride_us,FleetPride,FleetPride Parts,720 Blountstown Hwy,Tallahassee,FL,+1 850-224-1326,https://branches.fleetpride.com/fl/tallahassee/truckparts-tal.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,30.4433412,-84.3480019,POINT(-84.3480019 30.4433412),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TAM,fleetpride_us,FleetPride,FleetPride Parts,3517 N 40th St,Tampa,FL,+1 813-626-0138,https://branches.fleetpride.com/fl/tampa/truckparts-tam.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,27.9763626,-82.4131423,POINT(-82.4131423 27.9763626),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TAS-SC,fleetpride_us,FleetPride,FleetPride Service Center,1201 N 34th St,Tampa,FL,+1 813-248-1188,https://branches.fleetpride.com/fl/tampa/truckparts-tas-sc.html,Mo-Fr 08:00-17:00,,27.9564215,-82.4220011,POINT(-82.4220011 27.9564215),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TAW,fleetpride_us,FleetPride,FleetPride Parts,"5412 Pioneer Park, Suite 2",Tampa,FL,+1 813-940-7505,https://branches.fleetpride.com/fl/tampa/truckparts-taw.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,28.0133604,-82.535483,POINT(-82.535483 28.0133604),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TOL,fleetpride_us,FleetPride,FleetPride Parts,6509 Fairfield Dr,Northwood,OH,+1 419-243-3161,https://branches.fleetpride.com/oh/northwood/truckparts-tol.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,41.603744,-83.548343,POINT(-83.548343 41.603744),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TON,fleetpride_us,FleetPride,FleetPride Parts,140 Fire Tower Dr,Tonawanda,NY,+1 716-693-6862,https://branches.fleetpride.com/ny/tonawanda/truckparts-ton.html,Mo-Fr 07:00-17:00,,42.9919159,-78.9064132,POINT(-78.9064132 42.9919159),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TOP,fleetpride_us,FleetPride,FleetPride Parts,4812 SW Topeka Blvd,Topeka,KS,+1 785-862-1540,https://branches.fleetpride.com/ks/topeka/truckparts-top.html,Mo-Fr 07:30-17:00,,38.9801264,-95.6850116,POINT(-95.6850116 38.9801264),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TSC,fleetpride_us,FleetPride,FleetPride Parts,1336 Highway 20,Tuscumbia,AL,+1 256-383-8830,https://branches.fleetpride.com/al/tuscumbia/truckparts-tsc.html,Mo-Fr 07:30-17:00,,34.7019883,-87.6494466,POINT(-87.6494466 34.7019883),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TUC,fleetpride_us,FleetPride,FleetPride Parts,"2851 N Flowing Wells Rd, Suite 151",Tucson,AZ,+1 520-623-2551,https://branches.fleetpride.com/az/tucson/truckparts-tuc.html,Mo-Fr 07:30-17:00,,32.2591034,-110.9965352,POINT(-110.9965352 32.2591034),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TUL,fleetpride_us,FleetPride,FleetPride Parts,16114 E Admiral Pl,Tulsa,OK,+1 918-836-1725,https://branches.fleetpride.com/ok/tulsa/truckparts-tul.html,Mo-Fr 07:30-17:30; Sa 08:00-12:00,,36.1600998,-95.7969482,POINT(-95.7969482 36.1600998),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TUS,fleetpride_us,FleetPride,FleetPride Parts,5947 Old Montgomery Hwy,Tuscaloosa,AL,+1 205-750-8232,https://branches.fleetpride.com/al/tuscaloosa/truckparts-tus.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,33.1535158,-87.5340026,POINT(-87.5340026 33.1535158),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TWF,fleetpride_us,FleetPride,FleetPride Parts,2080 Kimberly Rd,Twin Falls,ID,+1 208-734-5074,https://branches.fleetpride.com/id/twinfalls/truckparts-twf.html,Mo-Fr 08:00-17:00,,42.547887,-114.4437841,POINT(-114.4437841 42.547887),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TXA,fleetpride_us,FleetPride,FleetPride Parts,510 Realtor Ave,Texarkana,AR,+1 870-772-9545,https://branches.fleetpride.com/ar/texarkana/truckparts-txa.html,Mo-Fr 08:00-17:00,,33.4692297,-94.0370564,POINT(-94.0370564 33.4692297),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:TXA-SC,fleetpride_us,FleetPride,FleetPride Service Center,510 Realtor Ave,Texarkana,AR,+1 870-772-9545,https://branches.fleetpride.com/ar/texarkana/truckparts-txa-sc.html,Mo-Fr 08:00-17:00,,33.4692297,-94.0370564,POINT(-94.0370564 33.4692297),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:UKI,fleetpride_us,FleetPride,FleetPride Parts,3051 N State St,Ukiah,CA,+1 707-463-2600,https://branches.fleetpride.com/ca/ukiah/truckparts-uki.html,Mo-Fr 07:30-17:00,,39.1900554,-123.2073098,POINT(-123.2073098 39.1900554),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:VAL,fleetpride_us,FleetPride,FleetPride Parts,2050 Briarwood Rd,Valdosta,GA,+1 229-219-0050,https://branches.fleetpride.com/ga/valdosta/truckparts-val.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,30.8262384,-83.3227389,POINT(-83.3227389 30.8262384),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:VAL-SC,fleetpride_us,FleetPride,FleetPride Service Center,2050 Briarwood Rd,Valdosta,GA,+1 229-219-0050,https://branches.fleetpride.com/ga/valdosta/truckparts-val-sc.html,Mo-Fr 07:30-17:00,,30.8262384,-83.3227389,POINT(-83.3227389 30.8262384),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:VAN,fleetpride_us,FleetPride,FleetPride Parts,"3006 NE 112th Ave, Suite A",Vancouver,WA,+1 360-869-4242,https://branches.fleetpride.com/wa/vancouver/truckparts-van.html,Mo-Fr 08:00-17:00,,45.6439573,-122.5587514,POINT(-122.5587514 45.6439573),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:VI,fleetpride_us,FleetPride,FleetPride Parts,4409 US Highway 59 N,Victoria,TX,+1 361-572-9300,https://branches.fleetpride.com/tx/victoria/truckparts-vi.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,28.7851329,-96.9572756,POINT(-96.9572756 28.7851329),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:VIC,fleetpride_us,FleetPride,FleetPride Parts,"12402 Industrial Blvd, Suite F6",Victorville,CA,+1 760-243-2600,https://branches.fleetpride.com/ca/victorville/truckparts-vic.html,Mo-Fr 08:00-17:00; Sa 09:00-13:00,,34.4758664,-117.2836394,POINT(-117.2836394 34.4758664),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:VIN,fleetpride_us,FleetPride,FleetPride Parts,389 Wheat Rd,Vineland,NJ,+1 856-691-4034,https://branches.fleetpride.com/nj/vineland/truckparts-vin.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,39.5102473,-75.016992,POINT(-75.016992 39.5102473),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:VNL,fleetpride_us,FleetPride,FleetPride Parts,2364 East US 40,Vernal,UT,+1 801-465-9364,https://branches.fleetpride.com/ut/vernal/truckparts-vnl.html,Mo-Fr 08:00-17:00,,40.4064397,-109.4822918,POINT(-109.4822918 40.4064397),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:WAL,fleetpride_us,FleetPride,FleetPride Parts,2268 Old Washington Rd,Waldorf,MD,+1 301-705-1908,https://branches.fleetpride.com/md/waldorf/truckparts-wal.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,38.6476492,-76.8841891,POINT(-76.8841891 38.6476492),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:WATL,fleetpride_us,FleetPride,FleetPride Parts,4070 Fulton Industrial Blvd SW,Atlanta,GA,+1 404-691-3550,https://branches.fleetpride.com/ga/atlanta/truckparts-watl.html,Mo-Fr 07:30-17:00,,33.7686941,-84.5206624,POINT(-84.5206624 33.7686941),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:WBA,fleetpride_us,FleetPride,FleetPride Parts,565 Sunrise Hwy,West Babylon,NY,+1 631-422-7060,https://branches.fleetpride.com/ny/westbabylon/truckparts-wba.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,40.7140017,-73.3520338,POINT(-73.3520338 40.7140017),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:WCA,fleetpride_us,FleetPride,FleetPride Parts,"824 E Anaheim St, Suite A",Wilmington,CA,+1 310-522-8940,https://branches.fleetpride.com/ca/wilmington/truckparts-wca.html,Mo-Fr 08:00-17:00,,33.7801049,-118.2525253,POINT(-118.2525253 33.7801049),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:WCF,fleetpride_us,FleetPride,FleetPride Parts,2325 Central E Fwy,Wichita Falls,TX,+1 940-767-4359,https://branches.fleetpride.com/tx/wichitafalls/truckparts-wcf.html,Mo-Fr 08:00-17:00,,33.8845105,-98.4541557,POINT(-98.4541557 33.8845105),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:WCF-SC,fleetpride_us,FleetPride,FleetPride Service Center,2325 Central E Fwy,Wichita Falls,TX,+1 940-767-4359,https://branches.fleetpride.com/tx/wichitafalls/truckparts-wcf-sc.html,Mo-Fr 08:00-17:00,,33.8845105,-98.4541557,POINT(-98.4541557 33.8845105),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
